cnpj,razao_social,nome_fantasia,descricao_situacao_cadastral,data_inicio_atividade,natureza_juridica,porte,municipio,uf,codigo_municipio_ibge,cnae_fiscal,cnae_fiscal_descricao,capital_social,opcao_pelo_mei,opcao_pelo_simples,erro
40230669000194,40.230.669 EMERSON PAULO SILVA FARIAS,,ATIVA,2021-01-02,Empresário (Individual),MICRO EMPRESA,BELO JARDIM,PE,2601706.0,8230001.0,"Serviços de organização de feiras, congressos, exposições e festas",1000.0,True,True,
33040635000171,BIOMERIEUX BRASIL INDUSTRIA E COMERCIO DE PRODUTOS LABORATORIAIS LTDA,BIOMERIEUX BRASIL,ATIVA,1973-05-11,Sociedade Empresária Limitada,DEMAIS,RIO DE JANEIRO,RJ,3304557.0,4645101.0,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",241901660.0,,,
00010474760456,,,,,,,,,,,,,,,True
47270709000170,JOSE AMAZAN SILVA PRODUCOES E EVENTOS LTDA,JASPE,ATIVA,2022-07-25,Sociedade Empresária Limitada,MICRO EMPRESA,JARDIM DO SERIDO,RN,2405702.0,9001902.0,Produção musical,100000.0,False,True,
20852792000130,TOP SHOWS PRODUCAO MUSICAL LTDA,TOP SHOWS E EVENTOS,ATIVA,2014-08-15,Sociedade Empresária Limitada,MICRO EMPRESA,CAMPINA GRANDE,PB,2504009.0,9001902.0,Produção musical,120000.0,False,True,
17650561000139,PROEVENTOS LOCACOES E PRODUCOES ARTISTICAS LTDA,PROEVENTOS & LOCACOES,ATIVA,2013-02-27,Sociedade Empresária Limitada,MICRO EMPRESA,CARUARU,PE,2604106.0,9001906.0,Atividades de sonorização e de iluminação,120000.0,False,False,
13982184000184,PASSO DE ANJO PRODUCOES ARTISTICAS LTDA,PAPA,ATIVA,2011-07-04,Sociedade Empresária Limitada,MICRO EMPRESA,RECIFE,PE,2611606.0,9001902.0,Produção musical,99800.0,False,True,
08190328000120,EDITORA BASSET LTDA,EDITORA BASSET,ATIVA,2006-07-18,Sociedade Empresária Limitada,MICRO EMPRESA,SAO PAULO,SP,3550308.0,5823900.0,Edição integrada à impressão de revistas,1269174.0,False,False,
08905771000130,"BETO BRITO CONSULTORIA, MARKETING E PRODUCAO DE EVENTOS LTDA","BETO BRITO CONSULTORIA, MARKETING E PRODUCAO DE EVENTOS",ATIVA,2007-06-14,Sociedade Empresária Limitada,MICRO EMPRESA,MACEIO,AL,2704302.0,8230001.0,"Serviços de organização de feiras, congressos, exposições e festas",15000.0,False,True,
46654544000178,RAPHAELA SANTOS GRAVACOES E EDICOES MUSICAIS LTDA,RAPHAELA SANTOS GRAVACOES E EDICOES MUSICAIS LTDA,ATIVA,2022-06-03,Sociedade Empresária Limitada,MICRO EMPRESA,FORTALEZA,CE,2304400.0,8230001.0,"Serviços de organização de feiras, congressos, exposições e festas",30000.0,False,True,
12319583000105,CLEITON MARCELINO DE SOUZA,,INAPTA,2010-08-02,Empresário (Individual),MICRO EMPRESA,GOIANA,PE,2606200.0,9001902.0,Produção musical,250000.0,False,False,
11706770000170,ASSOCIACAO DOS FORROZEIROS E TRIOS PES DE SERRA DE CARUARU,ASFOC,ATIVA,2010-03-15,Associação Privada,DEMAIS,CARUARU,PE,2604106.0,9499500.0,Atividades associativas não especificadas anteriormente,0.0,,,
43202769000103,TA SHOWS LTDA,TA SHOWS,ATIVA,2021-08-19,Sociedade Empresária Limitada,DEMAIS,PETROLINA,PE,2611101.0,9001999.0,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente",20000.0,,,
03729144000171,W E PRODUCOES ARTISTICAS LTDA,W E PRODUCOES ARTISTICAS,ATIVA,2000-03-24,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,EUSEBIO,CE,2304285.0,9001902.0,Produção musical,50000.0,False,False,
09769035000164,COMPANHIA PERNAMBUCANA DE SANEAMENTO,COMPESA,ATIVA,1971-08-25,Sociedade de Economia Mista,DEMAIS,RECIFE,PE,2611606.0,3600601.0,"Captação, tratamento e distribuição de água",7945812500.0,,,
07797967000195,NP TECNOLOGIA E GESTAO DE DADOS LTDA,NP TECNOLOGIA,ATIVA,2006-01-04,Sociedade Empresária Limitada,DEMAIS,SAO JOSE DOS PINHAIS,PR,4125506.0,6203100.0,Desenvolvimento e licenciamento de programas de computador não-customizáveis,5000.0,,,
65714784000165,INSTITUTO BRAS DE AVALIACOES PERICIAS DE ENGENHARIA SP,IBAPE SP,ATIVA,1979-02-16,Associação Privada,DEMAIS,SAO PAULO,SP,3550308.0,9412099.0,Outras atividades associativas profissionais,0.0,,,
00006521846426,,,,,,,,,,,,,,,True
00011576283461,,,,,,,,,,,,,,,True
06132270000132,SOLLICITA NEGOCIOS PUBLICOS LTDA,,ATIVA,2004-01-30,Sociedade Empresária Limitada,DEMAIS,SAO JOSE DOS PINHAIS,PR,4125506.0,7020400.0,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",99800.0,False,False,
00045825319468,,,,,,,,,,,,,,,True
01276330000177,KENTA INFORMATICA SA,KENTA INFORMATICA,ATIVA,1996-06-28,Sociedade Anônima Fechada,DEMAIS,PORTO ALEGRE,RS,4314902.0,6201501.0,Desenvolvimento de programas de computador sob encomenda,2000000.0,,,
09095183000140,ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S.A,ENERGISA,ATIVA,1966-08-24,Sociedade Anônima Aberta,DEMAIS,JOAO PESSOA,PB,2507507.0,3514000.0,Distribuição de energia elétrica,770348800.0,,,
00045825165487,,,,,,,,,,,,,,,True
00008101441409,,,,,,,,,,,,,,,True
00005912051498,,,,,,,,,,,,,,,True
00010963256408,,,,,,,,,,,,,,,True
42092283000199,IDEMP EDUCACAO CORPORATIVA LTDA,,ATIVA,2021-05-26,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RIO DE JANEIRO,RJ,3304557.0,8599604.0,Treinamento em desenvolvimento profissional e gerencial,5000.0,False,True,
00002710597454,,,,,,,,,,,,,,,True
50164115000190,EB TRAINING CAPACITACAO LTDA,EB TRAINING CAPACITACAO,ATIVA,2023-03-31,Sociedade Empresária Limitada,MICRO EMPRESA,CURITIBA,PR,4106902.0,8599604.0,Treinamento em desenvolvimento profissional e gerencial,30000.0,False,False,
00005317504422,,,,,,,,,,,,,,,True
52643251000198,SOCIEDADE BRASILEIRA PARA O PROGRESSO DA CIENCIA SBPC,,ATIVA,1983-06-17,Associação Privada,DEMAIS,SAO PAULO,SP,3550308.0,9499500.0,Atividades associativas não especificadas anteriormente,0.0,,,
53781159000157,SOCIEDADE BRASILEIRA DE CIENCIA EM ANIMAIS DE LABORATORIO - SBCAL,,ATIVA,1984-09-04,Associação Privada,DEMAIS,SAO PAULO,SP,3550308.0,9430800.0,Atividades de associações de defesa de direitos sociais,0.0,,,
14087594000124,MMP CURSOS CAPACITACAO E TREINAMENTO LTDA,MMP CURSOS - CAPACITACAO E TREINAMENTO PROFISSIONAL,ATIVA,2011-08-05,Sociedade Empresária Limitada,DEMAIS,BRASILIA,DF,5300108.0,8599604.0,Treinamento em desenvolvimento profissional e gerencial,11000.0,False,True,
00002232811409,,,,,,,,,,,,,,,True
35163143000107,35.163.143 JOSE ISMAEL DE LIRA SILVA,,ATIVA,2019-10-12,Empresário (Individual),MICRO EMPRESA,BELO JARDIM,PE,2601706.0,9001902.0,Produção musical,10000.0,True,True,
49764155000193,49.764.155 JURANDIR PEREIRA DE LIMA JUNIOR,,ATIVA,2023-03-01,Empresário (Individual),MICRO EMPRESA,BELO JARDIM,PE,2601706.0,1813099.0,Impressão de material para outros usos,1.0,True,True,
06333265000198,CASTILHO DRUMOND SOLUCOES PROFISSIONAIS E EMPRESARIAIS LTDA,W DRUMOND TRAINING,ATIVA,2004-06-28,Sociedade Empresária Limitada,MICRO EMPRESA,ARAXA,MG,3104007.0,8599604.0,Treinamento em desenvolvimento profissional e gerencial,0.0,False,True,
45702074000108,IMPACTO PUBLICIDADE E PROPAGANDA LTDA,,ATIVA,2022-03-18,Sociedade Empresária Limitada,DEMAIS,RECIFE,PE,2611606.0,7311400.0,Agências de publicidade,20000.0,,,
21274400000165,21.274.400 SERGIO CABRAL PERES,,ATIVA,2014-10-22,Empresário (Individual),MICRO EMPRESA,OLHO D'AGUA DO CASADO,AL,2705804.0,7990200.0,Serviços de reservas e outros serviços de turismo não especificados anteriormente,20000.0,True,True,
18133018000127,CAPACITY TREINAMENTO E APERFEICOAMENTO LTDA,CAPACITY TREINAMENTOS,ATIVA,2013-05-14,Sociedade Empresária Limitada,MICRO EMPRESA,BRASILIA,DF,5300108.0,8599604.0,Treinamento em desenvolvimento profissional e gerencial,610000.0,False,True,
03935826000130,PEDRAGON AUTOS LTDA,,ATIVA,2000-07-17,Sociedade Empresária Limitada,DEMAIS,RECIFE,PE,2611606.0,4511101.0,"Comércio a varejo de automóveis, camionetas e utilitários novos",27000000.0,,,
22480963000253,CHARLES RIVER DETECCAO MICROBIANA E DE ENDOTOXINA PARTICIPACOES LTDA.,,ATIVA,2020-06-04,Sociedade Empresária Limitada,DEMAIS,SAO PAULO,SP,3550308.0,4645101.0,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",30422716.0,,,
28627449000101,UNIAO NACIONAL DOS AUDITORES DO MINISTERIO DA EDUCACAO - UNAMEC,UNAMEC,ATIVA,2017-07-14,Associação Privada,DEMAIS,BRASILIA,DF,5300108.0,9412099.0,Outras atividades associativas profissionais,0.0,,,
09076987000100,BORGES 2 BORGES CONSULTORIA E TREINAMENTO LTDA,E-KEEP CONSULTORIA E TREINAMENTO,ATIVA,2007-09-18,Sociedade Empresária Limitada,MICRO EMPRESA,BELO HORIZONTE,MG,3106200.0,8599604.0,Treinamento em desenvolvimento profissional e gerencial,35000.0,False,True,
09168704000142,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,EBC TV BRASIL,ATIVA,2007-11-05,Empresa Pública,DEMAIS,BRASILIA,DF,5300108.0,6021700.0,Atividades de televisão aberta,415097340.0,,,
70215447000163,AC ENGENHARIA E SERVICOS LTDA,AC ENGENHARIA,ATIVA,1993-10-27,Sociedade Empresária Limitada,DEMAIS,RECIFE,PE,2611606.0,4311801.0,Demolição de edifícios e outras estruturas,1400000.0,False,False,
06088039000199,MCP REFEICOES LTDA - EM RECUPERACAO JUDICIAL,NUTRIHOUSE,ATIVA,2004-02-03,Sociedade Empresária Limitada,DEMAIS,JABOATAO DOS GUARARAPES,PE,2607901.0,5620101.0,Fornecimento de alimentos preparados preponderantemente para empresas,3500000.0,False,False,
30334799000113,RC ENGENHARIA E SOLUCOES INTEGRADAS LTDA,RC ENGENHARIA E SOLUCOES INTEGRADAS,ATIVA,2018-04-30,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,NATAL,RN,2408102.0,7119799.0,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,800000.0,False,True,
03888247000184,"GEMELO DO BRASIL DATA CENTERS, COMERCIO E SERVICOS LTDA.",,ATIVA,2000-06-15,Sociedade Empresária Limitada,DEMAIS,BARUERI,SP,3505708.0,6311900.0,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",5328262.0,,,
07774090000117,ESCOLA DE NEGOCIOS CONEXXOES - EDUCACAO EMPRESARIAL LTDA,CONEXXOES EDUCACAO,ATIVA,2006-01-05,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,SALVADOR,BA,2927408.0,8230001.0,"Serviços de organização de feiras, congressos, exposições e festas",70000.0,False,True,
10965978000141,A. S. R. PRESTADORA DE SERVICOS DE ENGENHARIA LTDA,ASR ENGENHARIA,ATIVA,1986-10-02,Sociedade Empresária Limitada,MICRO EMPRESA,RECIFE,PE,2611606.0,3321000.0,Instalação de máquinas e equipamentos industriais,400000.0,False,True,
02474174000111,ELEVADORES SUPER LTDA,ELEVADORES SUPER,ATIVA,1998-04-13,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,NATAL,RN,2408102.0,4329103.0,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",1200000.0,False,True,
47581480000195,ES CONSULTORIA EVENTOS E SERVICOS LTDA,,ATIVA,2022-08-15,Sociedade Empresária Limitada,MICRO EMPRESA,PAULISTA,PE,2610707.0,5620104.0,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,100000.0,False,True,
20772716000114,INLABEL SOLUCOES EM ROTULOS ADESIVOS LTDA,,ATIVA,2014-08-05,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,SANTOS,SP,3548500.0,1821100.0,Serviços de pré-impressão,110000.0,False,True,
21527009000125,ACDF COMUNICACAO VISUAL E GRAFICA LTDA,ACDF REPRESENTACOES,ATIVA,2014-12-05,Sociedade Empresária Limitada,MICRO EMPRESA,SALVADOR,BA,2927408.0,1811302.0,"Impressão de livros, revistas e outras publicações periódicas",100000.0,False,True,
45271989000106,OPERA SOLUCOES E GESTAO EMPRESARIAL LTDA,OPERA SOLUCOES E GESTAO EMPRESARIAL,ATIVA,2022-02-14,Sociedade Empresária Limitada,MICRO EMPRESA,ITURAMA,MG,3134400.0,1813001.0,Impressão de material para uso publicitário,125000.0,False,False,
29947634000138,NEW WORLD SOLAR LTDA,NEW WORLD SOLAR,ATIVA,2018-03-15,Sociedade Empresária Limitada,MICRO EMPRESA,BRASILIA,DF,5300108.0,4321500.0,Instalação e manutenção elétrica,450000.0,False,True,
92781335000102,TAURUS ARMAS S.A.,,ATIVA,1966-08-11,Sociedade Anônima Aberta,DEMAIS,SAO LEOPOLDO,RS,4318705.0,2550102.0,"Fabricação de armas de fogo, outras armas e munições",548100900.0,,,
50598926000107,VITORIA LINE COMERCIO E REPRESENTACAO LTDA,VITORIA LINE COMERCIO E REPRESENTACAO,ATIVA,2023-05-09,Sociedade Empresária Limitada,MICRO EMPRESA,GOIANIA,GO,5208707.0,4530702.0,Comércio por atacado de pneumáticos e câmaras-de-ar,50000.0,False,True,
49997888000178,NOVA ERA IMPORTADORA LTDA,NOVA ERA IMPORTADORA,ATIVA,2023-03-20,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,CURITIBA,PR,4106902.0,4530701.0,Comércio por atacado de peças e acessórios novos para veículos automotores,300000.0,False,False,
44472217000170,JN PNEUS LTDA,JN PNEUS,ATIVA,2021-12-03,Sociedade Empresária Limitada,DEMAIS,RIO FORTUNA,SC,4214904.0,4530702.0,Comércio por atacado de pneumáticos e câmaras-de-ar,200000.0,,,
34674089000193,ROMEO COMERCIAL LTDA,,ATIVA,2019-08-27,Sociedade Empresária Limitada,MICRO EMPRESA,CAJAMAR,SP,3509205.0,4120400.0,Construção de edifícios,800000.0,False,True,
47270248000136,CURITIBA COMERCIO DE PNEUMATICOS E TINTAS LTDA,CURITIBA PNEUS,ATIVA,2022-07-25,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,CURITIBA,PR,4106902.0,4530703.0,Comércio a varejo de peças e acessórios novos para veículos automotores,100000.0,False,True,
49825223000187,SANJU PNEUS LTDA,SANJU PNEUS,ATIVA,2023-03-06,Sociedade Empresária Limitada,DEMAIS,BLUMENAU,SC,4202404.0,4530702.0,Comércio por atacado de pneumáticos e câmaras-de-ar,200000.0,,,
07187128000155,VMAX BATERIAS LTDA,,ATIVA,2005-01-20,Sociedade Empresária Limitada,MICRO EMPRESA,GOIANIA,GO,5208707.0,4530701.0,Comércio por atacado de peças e acessórios novos para veículos automotores,105000.0,False,False,
37902352000142,ARMY BATERIAS LTDA,,ATIVA,2020-07-29,Sociedade Empresária Limitada,DEMAIS,CURITIBA,PR,4106902.0,4530701.0,Comércio por atacado de peças e acessórios novos para veículos automotores,20000.0,False,False,
98669997000171,E. R. AMANTINO INDUSTRIA METALURGICA LTDA,E.R. AMANTINO,ATIVA,1966-08-17,Sociedade Empresária Limitada,DEMAIS,VERANOPOLIS,RS,4322806.0,2550102.0,"Fabricação de armas de fogo, outras armas e munições",2550000.0,,,
59104760000191,TOYOTA DO BRASIL LTDA,,ATIVA,1961-03-24,Sociedade Empresária Limitada,DEMAIS,SAO BERNARDO DO CAMPO,SP,3548708.0,8211300.0,Serviços combinados de escritório e apoio administrativo,6709980000.0,,,
44650853000144,DOAC COMERCIO & SERVICOS LTDA,DOAC COMERCIO & SERVICOS,ATIVA,2021-12-21,Sociedade Empresária Limitada,MICRO EMPRESA,SAO PAULO,SP,3550308.0,7020400.0,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",50000.0,False,True,
28076288000105,PRISMA PAPELARIALTDA,PRISMA PAPELARIA,ATIVA,2017-06-29,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RIO DE JANEIRO,RJ,3304557.0,4647801.0,Comércio atacadista de artigos de escritório e de papelaria,94000.0,False,True,
07048323000102,RC RAMOS COMERCIO LTDA,,ATIVA,2004-10-07,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,CATALAO,GO,5205109.0,4761003.0,Comércio varejista de artigos de papelaria,200000.0,False,True,
48747909000134,ALSANT SOLUCOES LTDA,,ATIVA,2022-11-28,Sociedade Empresária Limitada,MICRO EMPRESA,BRASILIA,DF,5300108.0,4789007.0,Comércio varejista de equipamentos para escritório,15000.0,False,True,
49464926000127,LRF DISTRIBUIDORA LTDA,LRF DISTRIBUIDORA,ATIVA,2023-02-03,Sociedade Empresária Limitada,MICRO EMPRESA,GARANHUNS,PE,2606002.0,4744099.0,Comércio varejista de materiais de construção em geral,150000.0,False,False,
18467445000141,INOVABRAS PRODUTOS INTELIGENTES LTDA,,ATIVA,2013-07-11,Sociedade Empresária Limitada,MICRO EMPRESA,RIBEIRAO PRETO,SP,3543402.0,4742300.0,Comércio varejista de material elétrico,99800.0,False,True,
30866576000288,DM COMERCIAL IMPORTADORA E EXPORTADORA DE ARTIGOS DE ILUMINACAO LTDA,DM COMERCIAL,ATIVA,2022-02-11,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,SAO PAULO,SP,3550308.0,4649406.0,"Comércio atacadista de lustres, luminárias e abajures",100000.0,False,True,
36336388000143,RCCS LICITACOES,PLACA DE SOM,ATIVA,2020-02-11,Empresário (Individual),MICRO EMPRESA,RIO DE JANEIRO,RJ,3304557.0,1813001.0,Impressão de material para uso publicitário,50000.0,False,True,
37062349000168,37.062.349 SIMONE MARQUES PESSOA SALES,,BAIXADA,2020-05-05,Empresário (Individual),MICRO EMPRESA,CARPINA,PE,2604007.0,1359600.0,Fabricação de outros produtos têxteis não especificados anteriormente,400.0,False,False,
07688388000104,PREVENTIVA INFORMATICA COMERCIAL LTDA,PREVENTIVA INFORMATICA,ATIVA,2005-09-27,Sociedade Empresária Limitada,MICRO EMPRESA,RIO DE JANEIRO,RJ,3304557.0,9511800.0,Reparação e manutenção de computadores e de equipamentos periféricos,200000.0,False,True,
47190313000113,LC COMERCIO DE EMBALAGENS LTDA.,,ATIVA,2022-07-18,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,BARAO DE COTEGIPE,RS,4301701.0,4789099.0,Comércio varejista de outros produtos não especificados anteriormente,50000.0,False,True,
61374161000130,BAUMER S A,,ATIVA,1971-05-19,Sociedade Anônima Aberta,DEMAIS,MOGI MIRIM,SP,3530805.0,3250701.0,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",70000000.0,,,
33250713000243,H STRATTNER E CIA LTDA,H. STRATTNER & CIA. LTDA.,ATIVA,2007-01-09,Sociedade Empresária Limitada,DEMAIS,PALHOCA,SC,4211900.0,4645101.0,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",25000000.0,,,
27358905000194,"PC ENGENHARIA, CONSTRUCOES E SERVICOS LTDA",PC ENGENHARIA,ATIVA,2017-03-22,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,BELO JARDIM,PE,2601706.0,7112000.0,Serviços de engenharia,1000000.0,False,True,
41331709000157,TUDO FORTE CONSTRUTORA LTDA,TUDO FORTE ENGENHARIA,ATIVA,2021-03-24,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,OLINDA,PE,2609600.0,4120400.0,Construção de edifícios,400000.0,False,True,
18843645000151,TELECOMUNICACOES BRASILIA LTDA,TELEBRASILIA,ATIVA,2013-08-12,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,BRASILIA,DF,5300108.0,6190699.0,Outras atividades de telecomunicações não especificadas anteriormente,140000.0,False,True,
03655231000121,BS TECNOLOGIA E SERVICOS LTDA EM RECUPERACAO JUDICIAL,BS SERVICES,ATIVA,2000-02-17,Sociedade Empresária Limitada,DEMAIS,SAO PAULO,SP,3550308.0,7830200.0,Fornecimento e gestão de recursos humanos para terceiros,4450000.0,,,
07360290000123,SERVAL SERVICOS E LIMPEZA LTDA.,SERVAL,ATIVA,1971-03-25,Sociedade Empresária Limitada,DEMAIS,FORTALEZA,CE,2304400.0,7820500.0,Locação de mão-de-obra temporária,19759020.0,,,
11873478000142,CLIMATEC SERVICOS TECNICOS LTDA,,ATIVA,1986-11-25,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RECIFE,PE,2611606.0,3314706.0,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",500000.0,False,True,
22566110000158,METRIKA COMERCIO E SERVICOS DE EQUIPAMENTOS LOGISTICOS LTDA,METRIKA SOLUCOES TECNICAS,ATIVA,2015-05-26,Sociedade Empresária Limitada,MICRO EMPRESA,BRASILIA,DF,5300108.0,4330402.0,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",300000.0,False,True,
42925322000191,PRINTPAGE TECNOLOGIA LTDA,,ATIVA,2021-07-30,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,MACEIO,AL,2704302.0,7733100.0,Aluguel de máquinas e equipamentos para escritórios,150000.0,False,True,
01392601000150,PREMIER SERVICOS ADMINISTRATIVOS LTDA,PREMIER LTDA,ATIVA,1996-08-28,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RECIFE,PE,2611606.0,8211300.0,Serviços combinados de escritório e apoio administrativo,1200000.0,,,
46966733000186,MAVISA DISTRIBUIDORA DE ALIMENTOS LTDA,,ATIVA,2022-06-29,Sociedade Empresária Limitada,DEMAIS,ABREU E LIMA,PE,2600054.0,4634601.0,Comércio atacadista de carnes bovinas e suínas e derivados,4000000.0,,,
11610856000286,FRIGOMARCA LTDA,FRIGOMARCA,ATIVA,2020-04-17,Sociedade Empresária Limitada,DEMAIS,NOVO PROGRESSO,PA,1505031.0,1011201.0,Frigorífico - abate de bovinos,9100000.0,False,False,
08852775000105,NEGORE FRIOS LTDA,NEGORE FRIOS,ATIVA,2007-05-23,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RECIFE,PE,2611606.0,4633801.0,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",200000.0,False,True,
24560896000121,ROBERTA M OLIVEIRA DE LIRA COMERCIO E SERVICOS,R&D COMERCIO E SERVICOS,ATIVA,2016-04-10,Empresário (Individual),MICRO EMPRESA,RECIFE,PE,2611606.0,4742300.0,Comércio varejista de material elétrico,50000.0,False,True,
35312473000109,PRATA ALIMENTOS COMERCIO IMPORTACAO E EXPORTACAO LTDA,PRATA ALIMENTOS,ATIVA,2019-10-25,Sociedade Empresária Limitada,DEMAIS,BRASILIA,DF,5300108.0,4639701.0,Comércio atacadista de produtos alimentícios em geral,1000000.0,False,False,
30397976000100,LL COMERCIO DE ALIMENTOS LTDA,IMPERIO DAS CARNES PARAIBA,ATIVA,2018-05-08,Sociedade Empresária Limitada,MICRO EMPRESA,JOAO PESSOA,PB,2507507.0,4729699.0,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,100000.0,False,False,
49236200000137,REALEZA DISTRIBUIDORA DE ALIMENTOS E CESTAS BASICAS LTDA,,ATIVA,2023-01-18,Sociedade Empresária Limitada,DEMAIS,VITORIA DE SANTO ANTAO,PE,2616407.0,4632003.0,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",220000.0,,,
03449222000184,TUDO DO MAR LTDA,TUDO DO MAR,ATIVA,1999-09-24,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RECIFE,PE,2611606.0,4634603.0,Comércio atacadista de pescados e frutos do mar,200000.0,False,True,
23991358000129,G. F. COMERCIO DE ALIMENTOS LTDA,G. F. COMERCIO,ATIVA,2016-01-18,Sociedade Empresária Limitada,MICRO EMPRESA,RECIFE,PE,2611606.0,4712100.0,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",20000.0,False,True,
35146659000135,PF COMERCIO DE ALIMENTOS LTDA,PF ALIMENTOS,INAPTA,2019-10-09,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,JABOATAO DOS GUARARAPES,PE,2607901.0,4712100.0,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",20000.0,False,False,
09617964000158,DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS LTDA,,ATIVA,2008-06-09,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RECIFE,PE,2611606.0,4639701.0,Comércio atacadista de produtos alimentícios em geral,415940.84,False,False,
28101039000114,"AGF ENGENHARIA, PROJETOS E CONSULTORIA LTDA",AGF ENGENHARIA,ATIVA,2017-07-04,Sociedade Empresária Limitada,MICRO EMPRESA,BELO JARDIM,PE,2601706.0,7112000.0,Serviços de engenharia,500000.0,False,True,
08638541000151,INDUSTRIA E COMERCIO DE PERSIANAS NORDESTE LTDA,ZELAR PERSIANAS,ATIVA,2007-02-01,Sociedade Empresária Limitada,MICRO EMPRESA,ARACAJU,SE,2800308.0,1351100.0,Fabricação de artefatos têxteis para uso doméstico,500000.0,False,False,
41467016000196,MILLENIUM LICITACOES LTDA,MILLENIUM LICITACOES,ATIVA,2021-04-06,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,RECIFE,PE,2611606.0,4744099.0,Comércio varejista de materiais de construção em geral,20000.0,False,False,
32793363000118,BOX DISTRIBUIDORA DE EMBALAGENS LTDA,FOX SUPRIMENTOS,ATIVA,2019-02-17,Sociedade Empresária Limitada,MICRO EMPRESA,RECIFE,PE,2611606.0,1731100.0,Fabricação de embalagens de papel,110000.0,False,True,
17791755000154,IDPROMO COMERCIAL LTDA,,ATIVA,2013-02-25,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,SAO PAULO,SP,3550308.0,4689399.0,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,88000.0,False,True,
20915722000183,N A FERREIRA SUPRIMENTOS DE INFORMATICA,CASA DO CARTUCHO,ATIVA,2014-08-20,Empresário (Individual),MICRO EMPRESA,MARINGA,PR,4115200.0,2622100.0,Fabricação de periféricos para equipamentos de informática,40000.0,False,True,
29868059000188,HOSPITALMED LTDA,HOSPITALMED,ATIVA,2018-03-07,Sociedade Empresária Limitada,DEMAIS,AFOGADOS DA INGAZEIRA,PE,2600104.0,4644301.0,Comércio atacadista de medicamentos e drogas de uso humano,500000.0,,,
29309583000119,R.P FERRAGENS LTDA,R.P FERRAGENS,ATIVA,2017-12-21,Sociedade Empresária Limitada,MICRO EMPRESA,ERECHIM,RS,4307005.0,4744001.0,Comércio varejista de ferragens e ferramentas,50000.0,False,False,
